ye case.dat
lerindekiyleyken p3p,case.loc,<ki>,case.instr,converb
lerindekiyleykenki p3p,case.loc,<ki>,case.instr,converb,<ki>
lerindekiyleyimdir p3p,case.loc,<ki>,case.instr,cop.gen.1p.sg
lerindekiylesindir p3p,case.loc,<ki>,case.instr,cop.gen.2p.sg
lerindekiyledir p3p,case.loc,<ki>,case.instr,cop.gen.3p.sg
lerindekiyleyizdir p3p,case.loc,<ki>,case.instr,cop.gen.1p.pl
lerindekiylesinizdir p3p,case.loc,<ki>,case.instr,cop.gen.2p.pl
lerindekiyledirler p3p,case.loc,<ki>,case.instr,cop.gen.3p.pl
lerindekiylelerdir p3p,case.loc,<ki>,case.instr,cop.gen.3p.pl
lerindekiyleyim p3p,case.loc,<ki>,case.instr,cop.pres,v1s
lerindekiylesin p3p,case.loc,<ki>,case.instr,cop.pres,v2s
lerindekiyleyiz p3p,case.loc,<ki>,case.instr,cop.pres,v1p
lerindekiylesiniz p3p,case.loc,<ki>,case.instr,cop.pres,v2p
lerindekiyleler p3p,case.loc,<ki>,case.instr,cop.pres,v3p
lerindekiylelerse p3p,case.loc,<ki>,case.instr,cop.cond,v3p
lerindekiylelerken p3p,case.loc,<ki>,case.instr,cop.pres,v3p
lerindekiyleysem p3p,case.loc,<ki>,case.instr,cop.cond,v1s
lerindekiyleysen p3p,case.loc,<ki>,case.instr,cop.cond,v2s
lerindekiyleyse p3p,case.loc,<ki>,case.instr,cop.cond,v3s
lerindekiyleysek p3p,case.loc,<ki>,case.instr,cop.cond,v1p
lerindekiyleyseniz p3p,case.loc,<ki>,case.instr,cop.cond,v2p
lerindekiyleyseler p3p,case.loc,<ki>,case.instr,cop.cond,v3p
lerindekiyleydim p3p,case.loc,<ki>,case.instr,cop.past,v1s
lerindekiyleydin p3p,case.loc,<ki>,case.instr,cop.past,v2s
lerindekiyleydi p3p,case.loc,<ki>,case.instr,cop.past,v3s
lerindekiyleydik p3p,case.loc,<ki>,case.instr,cop.past,v1p
lerindekiyleydiniz p3p,case.loc,<ki>,case.instr,cop.past,v2p
lerindekiylelerdi p3p,case.loc,<ki>,case.instr,cop.past,v3p
lerindekiyleydiler p3p,case.loc,<ki>,case.instr,cop.past,v3p
lerindekiyleymişim p3p,case.loc,<ki>,case.instr,cop.evid,v1s
lerindekiyleymişsin p3p,case.loc,<ki>,case.instr,cop.evid,v2s
lerindekiyleymiş p3p,case.loc,<ki>,case.instr,cop.evid,v3s
lerindekiyleymişiz p3p,case.loc,<ki>,case.instr,cop.evid,v1p
lerindekiyleymişsiniz p3p,case.loc,<ki>,case.instr,cop.evid,v2p
lerindekiyleymişler p3p,case.loc,<ki>,case.instr,cop.evid,v3p
lerindekiylelermiş p3p,case.loc,<ki>,case.instr,cop.evid,v3p
lerindekininken p3p,case.loc,<ki>,case.gen,converb
lerindekininkenki p3p,case.loc,<ki>,case.gen,converb,<ki>
lerindekininimdir p3p,case.loc,<ki>,case.gen,cop.gen.1p.sg
lerindekininsindir p3p,case.loc,<ki>,case.gen,cop.gen.2p.sg
lerindekinindir p3p,case.loc,<ki>,case.gen,cop.gen.3p.sg
lerindekininizdir p3p,case.loc,<ki>,case.gen,cop.gen.1p.pl
lerindekininsinizdir p3p,case.loc,<ki>,case.gen,cop.gen.2p.pl
lerindekinindirler p3p,case.loc,<ki>,case.gen,cop.gen.3p.pl
lerindekininlerdir p3p,case.loc,<ki>,case.gen,cop.gen.3p.pl
lerindekininim p3p,case.loc,<ki>,case.gen,cop.pres,v1s
lerindekininsin p3p,case.loc,<ki>,case.gen,cop.pres,v2s
lerindekininiz p3p,case.loc,<ki>,case.gen,cop.pres,v1p
lerindekininsiniz p3p,case.loc,<ki>,case.gen,cop.pres,v2p
lerindekininler p3p,case.loc,<ki>,case.gen,cop.pres,v3p
lerindekininsem p3p,case.loc,<ki>,case.gen,cop.cond,v1s
lerindekininsen p3p,case.loc,<ki>,case.gen,cop.cond,v2s
lerindekininse p3p,case.loc,<ki>,case.gen,cop.cond,v3s
lerindekininsek p3p,case.loc,<ki>,case.gen,cop.cond,v1p
lerindekininseniz p3p,case.loc,<ki>,case.gen,cop.cond,v2p
lerindekininseler p3p,case.loc,<ki>,case.gen,cop.cond,v3p
lerindekinindim p3p,case.loc,<ki>,case.gen,cop.past,v1s
lerindekinindin p3p,case.loc,<ki>,case.gen,cop.past,v2s
lerindekinindi p3p,case.loc,<ki>,case.gen,cop.past,v3s
lerindekinindik p3p,case.loc,<ki>,case.gen,cop.past,v1p
lerindekinindiniz p3p,case.loc,<ki>,case.gen,cop.past,v2p
lerindekininlerdi p3p,case.loc,<ki>,case.gen,cop.past,v3p
lerindekinindiler p3p,case.loc,<ki>,case.gen,cop.past,v3p
lerindekininmişim p3p,case.loc,<ki>,case.gen,cop.evid,v1s
lerindekininmişsin p3p,case.loc,<ki>,case.gen,cop.evid,v2s
lerindekininmiş p3p,case.loc,<ki>,case.gen,cop.evid,v3s
lerindekininmişiz p3p,case.loc,<ki>,case.gen,cop.evid,v1p
lerindekininmişsiniz p3p,case.loc,<ki>,case.gen,cop.evid,v2p
lerindekininmişler p3p,case.loc,<ki>,case.gen,cop.evid,v3p
lerindekininlermiş p3p,case.loc,<ki>,case.gen,cop.evid,v3p
lerindekilerken p3p,case.loc,<ki>,num.pl,converb
lerindekilerken p3p,case.loc,<ki>,cop.cond,v3p,converb
lerindekilerkenki p3p,case.loc,<ki>,num.pl,converb,<ki>
lerindekilerkenki p3p,case.loc,<ki>,cop.cond,v3p,converb,<ki>
lerindekilerimdir p3p,case.loc,<ki>,num.pl,cop.gen.1p.sg
lerindekilersindir p3p,case.loc,<ki>,num.pl,cop.gen.2p.sg
lerindekilerdir p3p,case.loc,<ki>,num.pl,cop.gen.3p.sg
lerindekilerizdir p3p,case.loc,<ki>,num.pl,cop.gen.1p.pl
lerindekilersinizdir p3p,case.loc,<ki>,num.pl,cop.gen.2p.pl
lerindekilerdirler p3p,case.loc,<ki>,num.pl,cop.gen.3p.pl
lerindekilerim p3p,case.loc,<ki>,num.pl,cop.pres,v1s
lerindekilersin p3p,case.loc,<ki>,num.pl,cop.pres,v2s
lerindekileriz p3p,case.loc,<ki>,num.pl,cop.pres,v1p
lerindekilersiniz p3p,case.loc,<ki>,num.pl,cop.pres,v2p
lerindekilersem p3p,case.loc,<ki>,num.pl,cop.cond,v1s
lerindekilersen p3p,case.loc,<ki>,num.pl,cop.cond,v2s
lerindekilerse p3p,case.loc,<ki>,num.pl,cop.cond,v3s
lerindekilersek p3p,case.loc,<ki>,num.pl,cop.cond,v1p
lerindekilerseniz p3p,case.loc,<ki>,num.pl,cop.cond,v2p
lerindekilerseler p3p,case.loc,<ki>,num.pl,cop.cond,v3p
lerindekilerdim p3p,case.loc,<ki>,num.pl,cop.past,v1s
lerindekilerdin p3p,case.loc,<ki>,num.pl,cop.past,v2s
lerindekilerdi p3p,case.loc,<ki>,num.pl,cop.past,v3s
lerindekilerdik p3p,case.loc,<ki>,num.pl,cop.past,v1p
lerindekilerdiniz p3p,case.loc,<ki>,num.pl,cop.past,v2p
lerindekilerdiler p3p,case.loc,<ki>,num.pl,cop.past,v3p
lerindekilermişim p3p,case.loc,<ki>,num.pl,cop.evid,v1s
lerindekilermişsin p3p,case.loc,<ki>,num.pl,cop.evid,v2s
lerindekilermiş p3p,case.loc,<ki>,num.pl,cop.evid,v3s
lerindekilermişiz p3p,case.loc,<ki>,num.pl,cop.evid,v1p
lerindekilermişsiniz p3p,case.loc,<ki>,num.pl,cop.evid,v2p
lerindekilermişler p3p,case.loc,<ki>,num.pl,cop.evid,v3p
lerindekileriyken p3p,case.loc,<ki>,num.pl,case.acc,converb
lerindekileriykenki p3p,case.loc,<ki>,num.pl,case.acc,converb,<ki>
lerindekileriysem p3p,case.loc,<ki>,num.pl,case.acc,cop.cond,v1s
lerindekileriysen p3p,case.loc,<ki>,num.pl,case.acc,cop.cond,v2s
lerindekileriyse p3p,case.loc,<ki>,num.pl,case.acc,cop.cond,v3s
lerindekileriysek p3p,case.loc,<ki>,num.pl,case.acc,cop.cond,v1p
lerindekileriyseniz p3p,case.loc,<ki>,num.pl,case.acc,cop.cond,v2p
lerindekileriyseler p3p,case.loc,<ki>,num.pl,case.acc,cop.cond,v3p
lerindekileriyim p3p,case.loc,<ki>,num.pl,case.acc,cop.pres,v1s
lerindekilerisin p3p,case.loc,<ki>,num.pl,case.acc,cop.pres,v2s
lerindekileriyiz p3p,case.loc,<ki>,num.pl,case.acc,cop.pres,v1p
lerindekilerisiniz p3p,case.loc,<ki>,num.pl,case.acc,cop.pres,v2p
lerindekileriler p3p,case.loc,<ki>,num.pl,case.acc,cop.pres,v3p
lerindekileriydim p3p,case.loc,<ki>,num.pl,case.acc,cop.past,v1s
lerindekileriydin p3p,case.loc,<ki>,num.pl,case.acc,cop.past,v2s
lerindekileriydi p3p,case.loc,<ki>,num.pl,case.acc,cop.past,v3s
lerindekileriydik p3p,case.loc,<ki>,num.pl,case.acc,cop.past,v1p
lerindekileriydiniz p3p,case.loc,<ki>,num.pl,case.acc,cop.past,v2p
lerindekileriydiler p3p,case.loc,<ki>,num.pl,case.acc,cop.past,v3p
lerindekilerilerdi p3p,case.loc,<ki>,num.pl,case.acc,cop.past,v3p
lerindekileriymişim p3p,case.loc,<ki>,num.pl,case.acc,cop.evid,v1s
lerindekileriymişsin p3p,case.loc,<ki>,num.pl,case.acc,cop.evid,v2s
lerindekileriymiş p3p,case.loc,<ki>,num.pl,case.acc,cop.evid,v3s
lerindekileriymişiz p3p,case.loc,<ki>,num.pl,case.acc,cop.evid,v1p
lerindekileriymişsiniz p3p,case.loc,<ki>,num.pl,case.acc,cop.evid,v2p
lerindekileriymişler p3p,case.loc,<ki>,num.pl,case.acc,cop.evid,v3p
lerindekileriyimdir p3p,case.loc,<ki>,num.pl,case.acc,cop.gen.1p.sg
lerindekilerisindir p3p,case.loc,<ki>,num.pl,case.acc,cop.gen.2p.sg
lerindekileridir p3p,case.loc,<ki>,num.pl,case.acc,cop.gen.3p.sg
lerindekileriyizdir p3p,case.loc,<ki>,num.pl,case.acc,cop.gen.1p.pl
lerindekilerisinizdir p3p,case.loc,<ki>,num.pl,case.acc,cop.gen.2p.pl
lerindekileridirler p3p,case.loc,<ki>,num.pl,case.acc,cop.gen.3p.pl
lerindekilerilerdir p3p,case.loc,<ki>,num.pl,case.acc,cop.gen.3p.pl
lerindekilereyken p3p,case.loc,<ki>,num.pl,case.dat,converb
lerindekilereykenki p3p,case.loc,<ki>,num.pl,case.dat,converb,<ki>,num.pl
lerindekilereysem p3p,case.loc,<ki>,num.pl,case.dat,cop.cond,v1s
lerindekilereysen p3p,case.loc,<ki>,num.pl,case.dat,cop.cond,v2s
lerindekilereyse p3p,case.loc,<ki>,num.pl,case.dat,cop.cond,v3s
lerindekilereysek p3p,case.loc,<ki>,num.pl,case.dat,cop.cond,v1p
lerindekilereyseniz p3p,case.loc,<ki>,num.pl,case.dat,cop.cond,v2p
lerindekilereyseler p3p,case.loc,<ki>,num.pl,case.dat,cop.cond,v3p
lerindekilereyim p3p,case.loc,<ki>,num.pl,case.dat,cop.pres,v1s
lerindekileresin p3p,case.loc,<ki>,num.pl,case.dat,cop.pres,v2s
lerindekilereyiz p3p,case.loc,<ki>,num.pl,case.dat,cop.pres,v1p
lerindekileresiniz p3p,case.loc,<ki>,num.pl,case.dat,cop.pres,v2p
lerindekilereler p3p,case.loc,<ki>,num.pl,case.dat,cop.pres,v3p
lerindekilereydim p3p,case.loc,<ki>,num.pl,case.dat,cop.past,v1s
lerindekilereydin p3p,case.loc,<ki>,num.pl,case.dat,cop.past,v2s
lerindekilereydi p3p,case.loc,<ki>,num.pl,case.dat,cop.past,v3s
lerindekilereydik p3p,case.loc,<ki>,num.pl,case.dat,cop.past,v1p
lerindekilereydiniz p3p,case.loc,<ki>,num.pl,case.dat,cop.past,v2p
lerindekilereydiler p3p,case.loc,<ki>,num.pl,case.dat,cop.past,v3p
lerindekilerelerdi p3p,case.loc,<ki>,num.pl,case.dat,cop.past,v3p
lerindekilereymişim p3p,case.loc,<ki>,num.pl,case.dat,cop.evid,v1s
lerindekilereymişsin p3p,case.loc,<ki>,num.pl,case.dat,cop.evid,v2s
lerindekilereymiş p3p,case.loc,<ki>,num.pl,case.dat,cop.evid,v3s
lerindekilereymişiz p3p,case.loc,<ki>,num.pl,case.dat,cop.evid,v1p
lerindekilereymişsiniz p3p,case.loc,<ki>,num.pl,case.dat,cop.evid,v2p
lerindekilereymişler p3p,case.loc,<ki>,num.pl,case.dat,cop.evid,v3p
lerindekilereyimdir p3p,case.loc,<ki>,num.pl,case.dat,cop.gen.1p.sg
lerindekileresindir p3p,case.loc,<ki>,num.pl,case.dat,cop.gen.2p.sg
lerindekileredir p3p,case.loc,<ki>,num.pl,case.dat,cop.gen.3p.sg
lerindekilereyizdir p3p,case.loc,<ki>,num.pl,case.dat,cop.gen.1p.pl
lerindekileresinizdir p3p,case.loc,<ki>,num.pl,case.dat,cop.gen.2p.pl
lerindekileredirler p3p,case.loc,<ki>,num.pl,case.dat,cop.gen.3p.pl
lerindekilerdeyken p3p,case.loc,<ki>,num.pl,case.loc,converb
lerindekilerdeykenki p3p,case.loc,<ki>,num.pl,case.loc,converb,<ki>
lerindekilerdeyimdir p3p,case.loc,<ki>,num.pl,case.loc,cop.gen.1p.sg
lerindekilerdesindir p3p,case.loc,<ki>,num.pl,case.loc,cop.gen.2p.sg
lerindekilerdedir p3p,case.loc,<ki>,num.pl,case.loc,cop.gen.3p.sg
lerindekilerdeyizdir p3p,case.loc,<ki>,num.pl,case.loc,cop.gen.1p.pl
lerindekilerdesinizdir p3p,case.loc,<ki>,num.pl,case.loc,cop.gen.2p.pl
lerindekilerdedirler p3p,case.loc,<ki>,num.pl,case.loc,cop.gen.3p.pl
lerindekilerdelerdir p3p,case.loc,<ki>,num.pl,case.loc,cop.gen.3p.pl
lerindekilerdeyim p3p,case.loc,<ki>,num.pl,case.loc,cop.pres,v1s
lerindekilerdesin p3p,case.loc,<ki>,num.pl,case.loc,cop.pres,v2s
lerindekilerdeyiz p3p,case.loc,<ki>,num.pl,case.loc,cop.pres,v1p
lerindekilerdesiniz p3p,case.loc,<ki>,num.pl,case.loc,cop.pres,v2p
lerindekilerdeler p3p,case.loc,<ki>,num.pl,case.loc,cop.pres,v3p
lerindekilerdeysem p3p,case.loc,<ki>,num.pl,case.loc,cop.cond,v1s
lerindekilerdeysen p3p,case.loc,<ki>,num.pl,case.loc,cop.cond,v2s
lerindekilerdeyse p3p,case.loc,<ki>,num.pl,case.loc,cop.cond,v3s
lerindekilerdeysek p3p,case.loc,<ki>,num.pl,case.loc,cop.cond,v1p
lerindekilerdeyseniz p3p,case.loc,<ki>,num.pl,case.loc,cop.cond,v2p
lerindekilerdeyseler p3p,case.loc,<ki>,num.pl,case.loc,cop.cond,v3p
lerindekilerdeydim p3p,case.loc,<ki>,num.pl,case.loc,cop.past,v1s
lerindekilerdeydin p3p,case.loc,<ki>,num.pl,case.loc,cop.past,v2s
lerindekilerdeydi p3p,case.loc,<ki>,num.pl,case.loc,cop.past,v3s
lerindekilerdeydik p3p,case.loc,<ki>,num.pl,case.loc,cop.past,v1p
lerindekilerdeydiniz p3p,case.loc,<ki>,num.pl,case.loc,cop.past,v2p
lerindekilerdelerdi p3p,case.loc,<ki>,num.pl,case.loc,cop.past,v3p
lerindekilerdeydiler p3p,case.loc,<ki>,num.pl,case.loc,cop.past,v3p
lerindekilerdeymişim p3p,case.loc,<ki>,num.pl,case.loc,cop.evid,v1s
lerindekilerdeymişsin p3p,case.loc,<ki>,num.pl,case.loc,cop.evid,v2s
lerindekilerdeymiş p3p,case.loc,<ki>,num.pl,case.loc,cop.evid,v3s
lerindekilerdeymişiz p3p,case.loc,<ki>,num.pl,case.loc,cop.evid,v1p
lerindekilerdeymişsiniz p3p,case.loc,<ki>,num.pl,case.loc,cop.evid,v2p
lerindekilerdeymişler p3p,case.loc,<ki>,num.pl,case.loc,cop.evid,v3p
lerindekilerdelermiş p3p,case.loc,<ki>,num.pl,case.loc,cop.evid,v3p
lerindekilerdenken p3p,case.loc,<ki>,num.pl,case.abl,converb
lerindekilerdenkenki p3p,case.loc,<ki>,num.pl,case.abl,converb,<ki>
lerindekilerdenimdir p3p,case.loc,<ki>,num.pl,case.abl,cop.gen.1p.sg
lerindekilerdensindir p3p,case.loc,<ki>,num.pl,case.abl,cop.gen.2p.sg
lerindekilerdendir p3p,case.loc,<ki>,num.pl,case.abl,cop.gen.3p.sg
lerindekilerdenizdir p3p,case.loc,<ki>,num.pl,case.abl,cop.gen.1p.pl
lerindekilerdensinizdir p3p,case.loc,<ki>,num.pl,case.abl,cop.gen.2p.pl
lerindekilerdendirler p3p,case.loc,<ki>,num.pl,case.abl,cop.gen.3p.pl
lerindekilerdenlerdir p3p,case.loc,<ki>,num.pl,case.abl,cop.gen.3p.pl
lerindekilerdenim p3p,case.loc,<ki>,num.pl,case.abl,cop.pres,v1s
lerindekilerdensin p3p,case.loc,<ki>,num.pl,case.abl,cop.pres,v2s
lerindekilerdenyiz p3p,case.loc,<ki>,num.pl,case.abl,cop.pres,v1p
lerindekilerdensiniz p3p,case.loc,<ki>,num.pl,case.abl,cop.pres,v2p
lerindekilerdenler p3p,case.loc,<ki>,num.pl,case.abl,cop.pres,v3p
lerindekilerdensem p3p,case.loc,<ki>,num.pl,case.abl,cop.cond,v1s
lerindekilerdensen p3p,case.loc,<ki>,num.pl,case.abl,cop.cond,v2s
lerindekilerdense p3p,case.loc,<ki>,num.pl,case.abl,cop.cond,v3s
lerindekilerdensek p3p,case.loc,<ki>,num.pl,case.abl,cop.cond,v1p
lerindekilerdenseniz p3p,case.loc,<ki>,num.pl,case.abl,cop.cond,v2p
lerindekilerdenseler p3p,case.loc,<ki>,num.pl,case.abl,cop.cond,v3p
lerindekilerdendim p3p,case.loc,<ki>,num.pl,case.abl,cop.past,v1s
lerindekilerdendin p3p,case.loc,<ki>,num.pl,case.abl,cop.past,v2s
lerindekilerdendi p3p,case.loc,<ki>,num.pl,case.abl,cop.past,v3s
lerindekilerdendik p3p,case.loc,<ki>,num.pl,case.abl,cop.past,v1p
lerindekilerdendiniz p3p,case.loc,<ki>,num.pl,case.abl,cop.past,v2p
lerindekilerdenlerdi p3p,case.loc,<ki>,num.pl,case.abl,cop.past,v3p
lerindekilerdendiler p3p,case.loc,<ki>,num.pl,case.abl,cop.past,v3p
lerindekilerdenmişim p3p,case.loc,<ki>,num.pl,case.abl,cop.evid,v1s
lerindekilerdenmişsin p3p,case.loc,<ki>,num.pl,case.abl,cop.evid,v2s
lerindekilerdenmiş p3p,case.loc,<ki>,num.pl,case.abl,cop.evid,v3s
lerindekilerdenmişiz p3p,case.loc,<ki>,num.pl,case.abl,cop.evid,v1p
lerindekilerdenmişsiniz p3p,case.loc,<ki>,num.pl,case.abl,cop.evid,v2p
lerindekilerdeymişler p3p,case.loc,<ki>,num.pl,case.abl,cop.evid,v3p
lerindekilerdenlermiş p3p,case.loc,<ki>,num.pl,case.abl,cop.evid,v3p
lerindekilerleyken p3p,case.loc,<ki>,num.pl,case.instr,converb
lerindekilerleykenki p3p,case.loc,<ki>,num.pl,case.instr,converb,<ki>
lerindekilerleyimdir p3p,case.loc,<ki>,num.pl,case.instr,cop.gen.1p.sg
lerindekilerlesindir p3p,case.loc,<ki>,num.pl,case.instr,cop.gen.2p.sg
lerindekilerledir p3p,case.loc,<ki>,num.pl,case.instr,cop.gen.3p.sg
lerindekilerleyizdir p3p,case.loc,<ki>,num.pl,case.instr,cop.gen.1p.pl
lerindekilerlesinizdir p3p,case.loc,<ki>,num.pl,case.instr,cop.gen.2p.pl
lerindekilerledirler p3p,case.loc,<ki>,num.pl,case.instr,cop.gen.3p.pl
lerindekilerlelerdir p3p,case.loc,<ki>,num.pl,case.instr,cop.gen.3p.pl
lerindekilerleyim p3p,case.loc,<ki>,num.pl,case.instr,cop.pres,v1s
lerindekilerlesin p3p,case.loc,<ki>,num.pl,case.instr,cop.pres,v2s
lerindekilerleyiz p3p,case.loc,<ki>,num.pl,case.instr,cop.pres,v1p
lerindekilerlesiniz p3p,case.loc,<ki>,num.pl,case.instr,cop.pres,v2p
lerindekilerleler p3p,case.loc,<ki>,num.pl,case.instr,cop.pres,v3p
lerindekilerlelerken p3p,case.loc,<ki>,num.pl,case.instr,cop.pres,v3p,converb
lerindekilerlelerse p3p,case.loc,<ki>,num.pl,case.instr,cop.cond,v3p
lerindekilerleysem p3p,case.loc,<ki>,num.pl,case.instr,cop.cond,v1s
lerindekilerleysen p3p,case.loc,<ki>,num.pl,case.instr,cop.cond,v2s
lerindekilerleyse p3p,case.loc,<ki>,num.pl,case.instr,cop.cond,v3s
lerindekilerleysek p3p,case.loc,<ki>,num.pl,case.instr,cop.cond,v1p
lerindekilerleyseniz p3p,case.loc,<ki>,num.pl,case.instr,cop.cond,v2p
lerindekilerleyseler p3p,case.loc,<ki>,num.pl,case.instr,cop.cond,v3p
lerindekilerleydim p3p,case.loc,<ki>,num.pl,case.instr,cop.past,v1s
lerindekilerleydin p3p,case.loc,<ki>,num.pl,case.instr,cop.past,v2s
lerindekilerleydi p3p,case.loc,<ki>,num.pl,case.instr,cop.past,v3s
lerindekilerleydik p3p,case.loc,<ki>,num.pl,case.instr,cop.past,v1p
lerindekilerleydiniz p3p,case.loc,<ki>,num.pl,case.instr,cop.past,v2p
lerindekilerlelerdi p3p,case.loc,<ki>,num.pl,case.instr,cop.past,v3p
lerindekilerleydiler p3p,case.loc,<ki>,num.pl,case.instr,cop.past,v3p
lerindekilerleymişim p3p,case.loc,<ki>,num.pl,case.instr,cop.evid,v1s
lerindekilerleymişsin p3p,case.loc,<ki>,num.pl,case.instr,cop.evid,v2s
lerindekilerleymiş p3p,case.loc,<ki>,num.pl,case.instr,cop.evid,v3s
lerindekilerleymişiz p3p,case.loc,<ki>,num.pl,case.instr,cop.evid,v1p
lerindekilerleymişsiniz p3p,case.loc,<ki>,num.pl,case.instr,cop.evid,v2p
lerindekilerleymişler p3p,case.loc,<ki>,num.pl,case.instr,cop.evid,v3p
lerindekilerlelermiş p3p,case.loc,<ki>,num.pl,case.instr,cop.evid,v3p
lerindekilerinken p3p,case.loc,<ki>,num.pl,case.gen,converb
lerindekilerinkenki p3p,case.loc,<ki>,num.pl,case.gen,converb,<ki>
lerindekilerinimdir p3p,case.loc,<ki>,num.pl,case.gen,cop.gen.1p.sg
lerindekilerinsindir p3p,case.loc,<ki>,num.pl,case.gen,cop.gen.2p.sg
lerindekilerindir p3p,case.loc,<ki>,num.pl,case.gen,cop.gen.3p.sg
lerindekilerinizdir p3p,case.loc,<ki>,num.pl,case.gen,cop.gen.1p.pl
lerindekilerinsinizdir p3p,case.loc,<ki>,num.pl,case.gen,cop.gen.2p.pl
lerindekilerindirler p3p,case.loc,<ki>,num.pl,case.gen,cop.gen.3p.pl
lerindekilerinlerdir p3p,case.loc,<ki>,num.pl,case.gen,cop.gen.3p.pl
lerindekilerinim p3p,case.loc,<ki>,num.pl,case.gen,cop.pres,v1s
lerindekilerinsin p3p,case.loc,<ki>,num.pl,case.gen,cop.pres,v2s
lerindekileriniz p3p,case.loc,<ki>,num.pl,case.gen,cop.pres,v1p
lerindekilerinsiniz p3p,case.loc,<ki>,num.pl,case.gen,cop.pres,v2p
lerindekilerinler p3p,case.loc,<ki>,num.pl,case.gen,cop.pres,v3p
lerindekilerinsem p3p,case.loc,<ki>,num.pl,case.gen,cop.cond,v1s
lerindekilerinsen p3p,case.loc,<ki>,num.pl,case.gen,cop.cond,v2s
lerindekilerinse p3p,case.loc,<ki>,num.pl,case.gen,cop.cond,v3s
lerindekilerinsek p3p,case.loc,<ki>,num.pl,case.gen,cop.cond,v1p
lerindekilerinseniz p3p,case.loc,<ki>,num.pl,case.gen,cop.cond,v2p
lerindekilerinseler p3p,case.loc,<ki>,num.pl,case.gen,cop.cond,v3p
lerindekilerindim p3p,case.loc,<ki>,num.pl,case.gen,cop.past,v1s
lerindekilerindin p3p,case.loc,<ki>,num.pl,case.gen,cop.past,v2s
lerindekilerindi p3p,case.loc,<ki>,num.pl,case.gen,cop.past,v3s
lerindekilerindik p3p,case.loc,<ki>,num.pl,case.gen,cop.past,v1p
lerindekilerindiniz p3p,case.loc,<ki>,num.pl,case.gen,cop.past,v2p
lerindekilerinlerdi p3p,case.loc,<ki>,num.pl,case.gen,cop.past,v3p
lerindekilerindiler p3p,case.loc,<ki>,num.pl,case.gen,cop.past,v3p
lerindekilerinmişim p3p,case.loc,<ki>,num.pl,case.gen,cop.evid,v1s
lerindekilerinmişsin p3p,case.loc,<ki>,num.pl,case.gen,cop.evid,v2s
lerindekilerinmiş p3p,case.loc,<ki>,num.pl,case.gen,cop.evid,v3s
lerindekilerinmişiz p3p,case.loc,<ki>,num.pl,case.gen,cop.evid,v1p
lerindekilerinmişsiniz p3p,case.loc,<ki>,num.pl,case.gen,cop.evid,v2p
lerindekilerinmişler p3p,case.loc,<ki>,num.pl,case.gen,cop.evid,v3p
lerindekilerinlermiş p3p,case.loc,<ki>,num.pl,case.gen,cop.evid,v3p
lerininkiykenki p3p,case.gen,<ki>,converb,<ki>
lerininkiyimdir p3p,case.gen,<ki>,cop.gen.1p.sg
lerininkisindir p3p,case.gen,<ki>,cop.gen.2p.sg
lerininkidir p3p,case.gen,<ki>,cop.gen.3p.sg
lerininkiyizdir p3p,case.gen,<ki>,cop.gen.1p.pl
lerininkisinizdir p3p,case.gen,<ki>,cop.gen.2p.pl
lerininkidirler p3p,case.gen,<ki>,cop.gen.3p.pl
lerininkilerdir p3p,case.gen,<ki>,cop.gen.3p.pl
lerininkiyim p3p,case.gen,<ki>,cop.pres,v1s
lerininkisin p3p,case.gen,<ki>,cop.pres,v2s
lerininkiyiz p3p,case.gen,<ki>,cop.pres,v1p
lerininkisiniz p3p,case.gen,<ki>,cop.pres,v2p
lerininkiydim p3p,case.gen,<ki>,cop.past,v1s
lerininkiydin p3p,case.gen,<ki>,cop.past,v2s
lerininkiydi p3p,case.gen,<ki>,cop.past,v3s
lerininkiydik p3p,case.gen,<ki>,cop.past,v1p
lerininkiydiniz p3p,case.gen,<ki>,cop.past,v2p
lerininkilerdi p3p,case.gen,<ki>,cop.past,v3p
lerininkiydiler p3p,case.gen,<ki>,cop.past,v3p
lerininkiymişim p3p,case.gen,<ki>,cop.evid,v1s
lerininkiymişsin p3p,case.gen,<ki>,cop.evid,v2s
lerininkiymiş p3p,case.gen,<ki>,cop.evid,v3s
lerininkiymişiz p3p,case.gen,<ki>,cop.evid,v1p
lerininkiymişsiniz p3p,case.gen,<ki>,cop.evid,v2p
lerininkiymişler p3p,case.gen,<ki>,cop.evid,v3p
lerininkiniyken p3p,case.gen,<ki>,case.acc,converb
lerininkiniykenki p3p,case.gen,<ki>,case.acc,converb,<ki>
lerininkiniysem p3p,case.gen,<ki>,case.acc,cop.cond,v1s
lerininkiniysen p3p,case.gen,<ki>,case.acc,cop.cond,v2s
lerininkiniyse p3p,case.gen,<ki>,case.acc,cop.cond,v3s
lerininkiniysek p3p,case.gen,<ki>,case.acc,cop.cond,v1p
lerininkiniyseniz p3p,case.gen,<ki>,case.acc,cop.cond,v2p
lerininkiniyseler p3p,case.gen,<ki>,case.acc,cop.cond,v3p
lerininkiniyim p3p,case.gen,<ki>,case.acc,cop.pres,v1s
lerininkinisin p3p,case.gen,<ki>,case.acc,cop.pres,v2s
lerininkiniyiz p3p,case.gen,<ki>,case.acc,cop.pres,v1p
lerininkinisiniz p3p,case.gen,<ki>,case.acc,cop.pres,v2p
lerininkiniler p3p,case.gen,<ki>,case.acc,cop.pres,v3p
